Rating,Name,Symbol,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Readability
A,V.F. Corporation,VFC,Egan-Jones Ratings Company,7/22/2013,Consumer Non-Durables,2.476390002,1.470768832,0.495154659,43.48309992,0.105968152,0.127175023,0.480590908,0.144237984,0.117311394,0.166024993,0.199129741,1.107043876,12.24243776,0.697445861,0.410879591,0.242630624,1,3.434929259,2.156976496,1.697445861,0.127175023,12.9256755,3.434929259,0.131881561,9.286318832,2.040340445,0.932727061,1.317476973,1.259181532,0.186545412,0.419727177,0.606272589,9.79
A,V.F. Corporation,VFC,Moody's Investors Service,6/15/2012,Consumer Non-Durables,1.913495059,0.900672976,0.204814793,43.2265315,0.093885952,0.123132935,0.457820466,0.131595356,0.095358852,0.152311846,0.196219789,1.01568818,12.82692952,1.057698745,0.514020212,0.235545524,1,9.873781853,3.472479597,2.057698745,0.123132935,3.374290691,9.873781853,0.114319112,8.049714652,3.120063191,1.165086888,1.125592417,0.276461295,0.059241706,0.217219589,0.197472354,9.07
CCC,V.F. Corporation,VFC,Standard & Poor's Ratings Services,8/29/2016,Consumer Non-Durables,2.404558082,1.468734177,0.687723759,36.37177476,0.089367313,0.117779403,0.484455158,0.124737967,0.110285897,0.177974744,0.217389835,1.234074219,12.79093599,0.971148092,0.492681446,0.171704963,1,3.880186486,3.740200693,1.971148092,0.117779403,10.939432,3.880186486,0.122965191,9.322787838,1.130876747,0.787801779,1.156289708,0.533672173,0.228716645,0.43202033,0.241423126,8.45
BB,"FTI Consulting, Inc.",FCN,Standard & Poor's Ratings Services,11-09-2012,Consumer Services,2.216902205,1.926465416,0.515406135,99.35663729,-0.023455311,0.001974797,0.378178684,0.0374387,-0.016254353,0.001579704,-0.034623565,0.692992425,23.12398815,1.130110313,0.530540745,12.8773282,0.769036842,2.292613354,3.888902669,2.130110313,0.001974797,10.82525926,2.981148924,0.076219298,9.994312448,1.140756104,0.83906854,1.112472895,0.424248138,0.188554728,0.405392665,0.593947393,9.12
BB,"FTI Consulting, Inc.",FCN,Standard & Poor's Ratings Services,11/14/2014,Consumer Services,2.408586948,2.094246129,0.772776307,100.8203252,0.033485137,0.057744168,0.348166964,0.083945446,0.024195164,0.04914669,0.053327784,0.722564283,21.37473072,1.204067845,0.546293458,0.420112217,0.710075996,2.420203393,7.14091527,2.204067845,0.057744168,10.31426,3.408372351,0.077098323,11.50578929,1.140805744,0.646190666,0.773833267,0.263262864,0.151575588,0.327084164,0.366972477,8.63
BB,"FTI Consulting, Inc.",FCN,Standard & Poor's Ratings Services,11/16/2015,Consumer Services,2.136773684,1.871469443,0.431489266,102.5328177,0.037126177,0.059233937,0.341570605,0.092466117,0.029633229,0.055998567,0.057557361,0.798176148,23.79814072,0.942325003,0.485153103,0.373227943,0.775593196,2.656832982,3.666454488,1.942325003,0.059233937,8.328715834,3.425549625,0.078644341,13.03849964,1.088800905,0.622171946,0.94739819,0.494909502,0.183823529,0.240384615,0.197963801,9.4
BB,"FTI Consulting, Inc.",FCN,Standard & Poor's Ratings Services,03-12-2014,Consumer Services,2.09159056,1.775240028,0.535563188,105.2402913,-0.006411156,0.019251019,0.369377378,0.049284328,-0.004479593,0.016061157,-0.01016446,0.698718407,20.91500753,1.269058842,0.559288644,1.333029455,0.779873856,3.846253955,5.25244973,2.269058842,0.019251019,10.27491239,4.931892416,0.116961545,8.212576644,0.792540793,1.002331002,0.955710956,0.396270396,0.093240093,0.27972028,1.002331002,10.84
BB,"FTI Consulting, Inc.",FCN,Standard & Poor's Ratings Services,08-08-2016,Consumer Services,2.06939002,1.82598988,0.571159055,95.74568022,0.047238336,0.070594025,0.331211327,0.078522134,0.038429599,0.06919817,0.070832346,0.813525673,29.26788024,0.843171619,0.457456924,0.330845129,0.876075002,4.99604328,5.279486115,1.843171619,0.070594025,9.768355008,5.702757492,0.128970821,13.86590701,0.985941209,0.985941209,0.894650356,0.547745116,0.054774512,0.292130729,1.058973891,11.48
BB,Acco Brands Corporation,ACCO,Egan-Jones Ratings Company,11/17/2014,Consumer Durables,1.969650986,1.297673242,0.134547294,90.86105849,0.054226853,0.081103481,0.313698792,0.102770542,0.041142652,0.074822501,0.134508076,0.758713618,7.172823779,2.269309838,0.694125045,0.331386861,0.82760629,1.249780123,0.814423923,3.269309838,0.081103481,6.988137463,1.510114336,0.101645749,7.286612194,0.960582974,0.971624158,1.280777299,0.607265099,0.198741305,0.430606161,1.269736116,10.76
BB,Acco Brands Corporation,ACCO,Fitch Ratings,6/15/2012,Consumer Durables,2.034955897,1.301208755,0.395949036,74.61127124,0.043006675,0.032539442,0.314547937,0.087378641,0.050774604,0.05292376,-0.915993538,1.180621474,8.956521739,-19.04038772,1.055431181,0.566433566,0.781553398,0.875,2.333333333,-18.04038772,0.032539442,7.191861804,1.119565217,0.046875,7.110149489,1.764397219,1.338055884,1.147842057,0.714941624,0.275482094,0.262363899,0.708382527,11.49
BB,Acco Brands Corporation,ACCO,Egan-Jones Ratings Company,2/18/2014,Consumer Durables,1.891035722,1.255672882,0.120197708,97.5828565,0.043680245,0.051951731,0.308651068,0.082601552,0.032355533,0.047321705,0.109782144,0.740736078,6.968416897,2.392994447,0.705275085,0.157033806,0.811825193,1.391189427,0.766519824,3.392994447,0.051951731,7.091020314,1.713656388,0.110192057,6.859471613,1.832599119,1.19236417,1.080763583,0.651982379,0.21732746,0.234948605,0.587371512,11.69
BB,Acco Brands Corporation,ACCO,Egan-Jones Ratings Company,10/30/2015,Consumer Durables,1.839572193,1.195327892,0.155924571,89.24423994,0.056872352,0.086996822,0.316737288,0.10824947,0.043974608,0.082222639,0.14779766,0.773215931,7.223338116,2.360977288,0.702467493,0.346270928,0.838785047,1.319852941,0.509191176,3.360977288,0.086996822,6.865369863,1.573529412,0.113347458,6.991869919,1.807351594,1.272782812,0.9774972,0.722940637,0.188371856,0.239283169,0.661847062,11.39
BB,Acco Brands Corporation,ACCO,Standard & Poor's Ratings Services,12-08-2016,Consumer Durables,1.650344488,1.067667323,0.105561024,91.65435746,0.061331963,0.080341661,0.33080727,0.107443324,0.046258174,0.075447802,0.134753775,0.754226205,7.84828629,1.913080288,0.656720756,0.236610711,0.88848704,1.377570093,0.400934579,2.913080288,0.080341661,8.813870246,1.55046729,0.106544217,7.712805329,0.691489362,0.336879433,0.54964539,0.602836879,0.053191489,0.106382979,0.372340426,15.24
BB,Acco Brands Corporation,ACCO,Fitch Ratings,04-03-2013,Consumer Durables,2.036096879,1.350256171,0.116441546,103.5117998,0.065624111,-0.002502132,0.303326699,0.07921524,0.046018264,-0.002117115,0.180538173,0.70124018,6.427266082,2.923185232,0.745105076,27.59090909,5.04,-0.401700319,0.861849097,3.923185232,-0.002502132,8.298976487,-0.079702444,-0.004264999,8.038713911,1.197023617,0.420575865,0.957618894,0.575865416,0.129407959,0.37528308,0.232934325,14.83
AA,International Business Machines Corporation,IBM,Standard & Poor's Ratings Services,12/18/2015,Technology,1.240304649,0.482272608,0.224284339,37.20953989,0.161363331,0.195067347,0.497718403,0.195067347,0.119371917,0.209180595,0.924835226,0.73977103,7.620117461,6.747510868,0.870926286,0.161868924,0.789569614,13.72063872,8.371949786,7.747510868,0.195067347,7.794976213,17.37736416,0.208071837,6.811048441,2.194265652,0.555880632,0.702165009,0.292568754,0.029256875,0.087770626,0.263311878,7.04
A,International Business Machines Corporation,IBM,Standard & Poor's Ratings Services,6/30/2011,Technology,1.18623342,0.554336571,0.262832207,39.59557425,0.14852308,0.197486733,0.460738961,0.197486733,0.130742517,0.270585814,0.643625792,0.880284173,7.084988649,3.922849952,0.796865635,0.247933884,0.785922554,12.1091825,9.182770457,4.922849952,0.197486733,8.958496736,15.40760275,0.195744468,6.901204511,2.298850575,0.478927203,0.638569604,0.255427842,0,0.06385696,0.287356322,7.1
AA,International Business Machines Corporation,IBM,Standard & Poor's Ratings Services,2/13/2015,Technology,1.248030303,0.585075758,0.214040404,35.75539103,0.129557186,0.215382626,0.500113155,0.215382626,0.102287037,0.256454345,1.01297607,0.789512643,8.615077523,8.903269296,0.899023245,0.211848294,0.778278397,13.07214815,14.01910221,9.903269296,0.215382626,7.610631173,16.79623667,0.181780953,6.757867133,0.376712329,0.616438356,0.582191781,0.342465753,0,0.102739726,0.171232877,7.84
AA,International Business Machines Corporation,IBM,Standard & Poor's Ratings Services,6/30/2014,Technology,1.278826518,0.536210589,0.266872541,38.29259857,0.165241451,0.195727361,0.486260789,0.195727361,0.130586343,0.226841255,0.723192348,0.79027594,7.217350409,4.538039663,0.81943069,0.155757017,0.792793823,12.66529892,10.11067651,5.538039663,0.195727361,9.219078757,15.97552673,0.175286463,6.868516285,1.596850049,0.79295636,1.197637537,0.918735645,0.164059937,0.257027234,0.85311167,8.98
AA,International Business Machines Corporation,IBM,Standard & Poor's Ratings Services,5/20/2013,Technology,1.13313467,0.499621777,0.238670487,37.255447,0.15887931,0.209574478,0.481288335,0.209574478,0.139280112,0.289754988,0.88038176,0.87664097,7.46691912,5.320943796,0.841795777,0.241895717,0.791585827,13.57013949,9.740846388,6.320943796,0.209574478,9.608711498,17.14297937,0.187413283,6.817027163,1.373064563,0.742039147,1.057551855,0.660239556,0.204498978,0.274612913,0.969909436,9.38
AA,International Business Machines Corporation,IBM,Standard & Poor's Ratings Services,5/30/2012,Technology,1.209030696,0.664625027,0.283028274,38.16393243,0.148293988,0.196443937,0.468947585,0.196443937,0.136172735,0.282640291,0.787317509,0.918262005,7.701217316,4.781755884,0.827042162,0.245107842,0.793006147,13.14840785,14.04986496,5.781755884,0.196443937,9.675848968,16.58046144,0.185622358,6.666431842,1.410564226,0.582232893,1.080432173,0.636254502,0.330132053,0.342136855,1.00240096,9.66
AA,Apple Inc.,AAPL,Standard & Poor's Ratings Services,5/20/2016,Technology,1.108770624,0.725096142,0.262002233,26.31360845,0.228457737,0.310271057,0.40059902,0.304772907,0.183813632,0.345525066,0.447354531,0.804584841,10.40073873,1.433739684,0.589109712,0.263683376,0.858637068,12.12808866,7.230654597,2.433739684,0.310271057,7.845289232,14.12481374,0.347714096,3.947280924,3.298717166,0.586438607,1.417226634,0.806353085,0.134392181,0.256566891,0.403176542,10.28
AA,Apple Inc.,AAPL,Standard & Poor's Ratings Services,5/28/2015,Technology,1.080112848,0.670423024,0.218194427,34.86364507,0.216143768,0.292584589,0.385880358,0.287223392,0.17041999,0.317611986,0.354200472,0.788456644,8.863217611,1.078397447,0.518860071,0.261260587,0.835663926,8.199722228,4.120730147,2.078397447,0.292584589,10.93658246,9.812224718,0.326666484,3.717644721,3.432213778,0.588379505,1.40965923,0.723216475,0.171610689,0.257416033,0.36773719,10.17
BB,"American Airlines Group, Inc.",AAL,Egan-Jones Ratings Company,11-12-2013,Transportation,1.037447487,0.783065334,0.082572794,21.29155293,-0.068578693,-0.081516659,1,0.052312755,-0.043379535,-0.076566451,0.671548883,0.632551209,1.388597539,-16.48077627,1.064596244,0.158715596,-3.613333333,-14.95896863,56.73858911,-15.48077627,-0.081516659,8.751531542,4.139935969,0.02524025,5.730263158,0.248138958,0.496277916,1.240694789,0,0.248138958,0.744416873,0.744416873,14.48
B,"American Airlines Group, Inc.",AAL,Moody's Investors Service,6/30/2015,Transportation,0.901525865,0.675400074,0.073985858,138.9840894,0.619651688,0.690604171,1,0.913566975,0.065842681,0.105880802,1.426026719,0.106257568,0.201481546,20.65809005,0.953827877,0.102739726,-0.724350649,-3.109598359,10.17902143,21.65809005,0.690604171,9.322615003,4.292946188,0.662223178,7.692084241,1.378014407,0.689007203,1.22142186,1.471969934,0.234888819,0.469777639,0.704666458,9.18
B,SM Energy Company,SM,Standard & Poor's Ratings Services,08-09-2016,Energy,0.541081769,0.519888143,0.022573777,45.55566964,-0.622402563,-0.987240544,1,-0.870109655,-0.118517666,-0.20104514,-0.303445591,0.19041963,0.200193904,1.560340599,0.609426964,0.36955328,1,7.219778498,0.834460871,2.560340599,-0.987240544,-10.30745863,7.219778498,0.454067107,0,1.232181686,0.809374245,0.990577434,1.208021261,0.217443827,0.362406378,0.640251268,8.36
BB,SM Energy Company,SM,Standard & Poor's Ratings Services,1/16/2015,Energy,0.949510616,0.924499783,0.000152932,46.68739769,0.264064208,0.422113169,1,0.462201469,0.102206792,0.185745215,0.291277434,0.387052803,0.458276063,1.849883345,0.649108444,0.374423194,1,21.66555109,5.991194407,2.849883345,0.422113169,1.397024891,21.66555109,0.577477286,0,1.468401487,0.594795539,1.096654275,1.542750929,0.185873606,0.260223048,1.105947955,8.61
B,SM Energy Company,SM,Standard & Poor's Ratings Services,02-09-2016,Energy,1.715524337,1.658877779,5.95E-05,31.44274919,-0.287553028,-0.46427569,1,-0.371737965,-0.079640418,-0.135898658,-0.241691729,0.276959067,0.314520593,2.034787284,0.670487614,0.380641645,1,14.44637715,5.429883496,3.034787284,-0.46427569,3.282741816,14.44637715,0.628371222,0,1.338400529,0.710508923,1.189689359,1.454064772,0.280898876,0.39656312,0.693985459,9.28
BB,SM Energy Company,SM,Standard & Poor's Ratings Services,6/18/2013,Energy,0.628873632,0.551391756,0.010942745,61.79237354,-0.036043404,-0.055489263,1,-0.013299431,-0.012917877,-0.022831435,-0.03835299,0.358397811,0.409306872,1.968985469,0.66318461,0.350443622,1,14.15408824,0.672403206,2.968985469,-0.055489263,6.113817967,14.15408824,0.612562471,0,1.251234771,0.658544616,1.234771156,1.432334541,0.246954231,0.477444847,0.757326309,9.27
BB,SM Energy Company,SM,Standard & Poor's Ratings Services,04-10-2014,Energy,1.013095907,0.973474921,0.441612126,50.67006733,0.074534289,0.1214852,1,0.160573461,0.036329225,0.068521562,0.10638086,0.487416276,0.594170359,1.928244652,0.65849848,0.386474332,1,20.09328229,4.560639496,2.928244652,0.1214852,4.918883601,20.09328229,0.583644011,0,1.196152238,0.635717273,1.279799247,0.543705563,0.066917608,0.376411543,0.51861146,9.02
BB,SM Energy Company,SM,Standard & Poor's Ratings Services,05-07-2012,Energy,0.915775842,0.651559395,0.235652079,47.89088627,0.134356378,0.211437157,1,0.239742833,0.056703642,0.102940475,0.147248691,0.422039074,0.517761209,1.596811899,0.614912424,0.364556447,1,11.92897812,1.869563172,2.596811899,0.211437157,5.271357189,11.92897812,0.474348819,0,1.854300312,0.541925795,1.343388342,1.273199158,0.284021351,0.608850366,0.848799438,10.34
BBB,Quest Diagnostics Incorporated,DGX,Egan-Jones Ratings Company,02-12-2014,Health Care,1.221731449,0.917844523,0.165194346,43.51805206,0.118807725,0.118667786,0.394626364,0.20640918,0.094881538,0.108495394,0.215045593,0.798614215,8.877018634,1.266464032,0.558784086,0.589622642,0.645705521,2.769736842,1.230263158,2.266464032,0.118667786,6.317838453,4.289473684,0.091239854,4.702173913,1.58158673,0.745788865,1.555869873,0.257168574,0.128584287,0.231451717,0.154301144,7.74
BBB,Quest Diagnostics Incorporated,DGX,Moody's Investors Service,5/23/2016,Health Care,1.279624893,1.284739983,0.113384484,43.88963032,0.094621647,0.147204057,0.378486587,0.186707594,0.071170448,0.125497781,0.151366354,0.752158201,8.100540541,1.126814688,0.529813291,0.338168631,0.675308642,3.798611111,4.208333333,2.126814688,0.147204057,7.618602466,5.625,0.108100894,4.59270217,1.964619077,0.97341986,1.94239488,0.595608499,0.253355854,0.768957241,0.688950129,8.95
BBB,Quest Diagnostics Incorporated,DGX,Moody's Investors Service,6/15/2012,Health Care,0.897576736,0.686247205,0.105617685,44.05252853,0.062654634,0.067536472,0.414774136,0.13248776,0.050525915,0.065430548,0.127425754,0.806419453,9.390800617,1.521988035,0.603487413,0.688048073,0.819586052,4.625378139,1.039162549,2.521988035,0.067536472,10.27356392,5.643553998,0.119229771,4.847273381,0.864998455,0.880444856,0.849552054,0.169910411,0.061785604,0.108124807,0.046339203,6.89
BBB,Quest Diagnostics Incorporated,DGX,Egan-Jones Ratings Company,10/28/2014,Health Care,0.937975424,0.657694558,0.112346401,45.75386685,0.074781439,0.078950908,0.376328178,0.132212508,0.056292396,0.071865818,0.129272262,0.752758935,7.968917471,1.296442688,0.56454389,0.446337308,0.671641791,4.344827586,1.324137931,2.296442688,0.078950908,10.69787972,6.468965517,0.126160054,3.893366919,1.362814629,0.778751217,1.293283271,0.250312891,0.08343763,0.125156446,0.069531359,7.04
B,Central Garden & Pet Company,CENT,Egan-Jones Ratings Company,6/18/2014,Consumer Durables,3.689232102,1.24629653,0.083124462,42.87825654,-0.001166522,-0.002111714,0.28053504,0.024282897,-0.00166127,-0.003567521,-0.004115832,1.424121568,8.7534103,1.477521881,0.596370871,0.742268041,1.890036065,-1.111448414,0.685657255,2.477521881,-0.002111714,11.254262,-0.588056722,-0.017102948,11.48732729,1.307253784,1.149990171,0.953410655,1.022213485,0.068802831,0.442303912,0.550422646,10.68
B,Central Garden & Pet Company,CENT,Egan-Jones Ratings Company,8/28/2014,Consumer Durables,3.879605772,1.631416885,0.454517094,44.074408,0.005487557,0.008642715,0.282994371,0.035037713,0.007664136,0.01421237,0.018162951,1.396639062,9.615622509,1.369862788,0.578034642,0.291720756,0.864209636,2.23596563,1.813952537,2.369862788,0.008642715,7.864632476,2.587295417,0.078827219,13.00869634,1.412387818,0.735618655,1.32411358,0.750331028,0.102986612,0.573782551,0.544357805,11.44
B,Central Garden & Pet Company,CENT,Egan-Jones Ratings Company,12/16/2015,Consumer Durables,3.695902863,1.441380636,0.268982047,45.85935252,0.019367713,0.031228476,0.295657031,0.05539041,0.028174388,0.053818448,0.063273077,1.454709126,10.13910165,1.245765764,0.554717586,0.359553831,0.748081739,1.347123265,0.979860797,2.245765764,0.031228476,9.438560102,1.800770149,0.052975731,13.0801899,1.542257866,0.647748304,1.557680444,0.879086983,0.061690315,0.601480568,0.678593461,11.27
B,Central Garden & Pet Company,CENT,Moody's Investors Service,6/15/2012,Consumer Durables,3.139597043,1.173692629,0.062683985,43.79523987,0.017390455,0.029458104,0.303268593,0.052297851,0.025913012,0.053244358,0.062006323,1.490070933,9.23261641,1.392864336,0.582090809,0.40842487,0.381214711,0.345891812,0.530995962,2.392864336,0.029458104,7.870852463,0.907341196,0.031319152,9.738191274,1.479654747,0.792672186,1.39158006,0.880746873,0.123304562,0.598907874,0.581292936,11.08
BBB,Equity Residential,EQR,Egan-Jones Ratings Company,5/28/2014,Consumer Services,0.465513043,0.465513043,0.465513043,0,0.766684033,-0.05070817,0.023273424,0.214552737,0.080168578,-0.005329156,0.17422461,0.104565342,0.124191,1.173228151,0.539855031,-0.009655093,1,2.452451983,0.151095807,2.173228151,-0.05070817,19.65446587,2.452451983,0.363913085,19.63222803,2.360203341,1.077221012,0.940046801,0.702009199,0.242072137,0.197692246,0.714112806,7.87
BBB,Equity Residential,EQR,Egan-Jones Ratings Company,9/14/2015,Consumer Services,0.008641875,0.008641875,0.008641875,0,0.316987648,0.203419716,0.024870262,0.367516526,0.037574283,0.030570478,0.083103096,0.11853548,0.152268916,1.211701442,0.547859408,0.001642251,1,3.731792197,0.116303253,2.211701442,0.203419716,21.43920638,3.731792197,0.494177157,14.30440243,2.344551611,1.087625693,0.908064847,0.80032834,0.148778986,0.210342705,0.846501129,7.9
BBB,Equity Residential,EQR,Egan-Jones Ratings Company,05-12-2015,Consumer Services,0.12036036,0.12036036,0.12036036,0,0.24144124,0.171521309,0.023869987,0.352376214,0.027507238,0.019829015,0.060887368,0.113929327,0.13171536,1.213503534,0.548227511,0.003108242,1,3.665954189,0.110969292,2.213503534,0.171521309,19.9183445,3.665954189,0.506386466,16.6178397,1.385422941,0.937957147,0.998192927,0.877721366,0.197917563,0.18070734,0.395835126,8.11
BB,Kennedy-Wilson Holdings Inc.,KW,Standard & Poor's Ratings Services,3/19/2014,Finance,20.25,20.25,15.36206897,447.3372093,-0.148837209,0.38372093,0.560465116,0.358139535,-0.003557928,0.009232319,-0.008330079,0.023904825,4.134615385,1.34127294,0.572881921,0.175757576,1,0.439854351,2.560430121,2.34127294,0.38372093,71.28905443,0.439854351,0.727906977,7.269230769,2.360203341,1.077221012,0.940046801,0.702009199,0.242072137,0.197692246,0.714112806,7.87
BB,Kennedy-Wilson Holdings Inc.,KW,Standard & Poor's Ratings Services,7/29/2015,Finance,46.64864865,46.64864865,32.95495495,2893.928571,1.880952381,2.973544974,-1.857142857,3.396825397,0.009306161,0.014754722,0.062709473,0.004947579,1.35483871,5.738490034,0.851598801,0.475088968,1,1.725715563,7.12656612,6.738490034,2.973544974,19.58050793,1.725715563,4.714285714,4.864864865,1.385422941,0.937957147,0.998192927,0.877721366,0.197917563,0.18070734,0.395835126,8.11
BB,Kennedy-Wilson Holdings Inc.,KW,Standard & Poor's Ratings Services,3/28/2013,Finance,51.17511429,51.17511429,24.02206321,5848.176753,0.498475252,0.802369224,0.472671827,0.392212057,0.003310513,0.005349722,0.008339154,0.006641278,3.001055966,1.518991688,0.60301576,-0.030404912,1,0.122400254,2.186003058,2.518991688,0.802369224,146.9375561,0.122400254,0.79368989,2.551645857,1.527119537,1.439354046,1.070738985,0.438827453,0.105318589,0.403721257,0.456380551,9.41
BB,Kennedy-Wilson Holdings Inc.,KW,Standard & Poor's Ratings Services,12-12-2014,Finance,3.225442421,3.225442421,2.404975635,1992.874564,0.240418118,2.134146341,-1.027874564,0.865853659,0.002179372,0.02061526,0.015314615,0.009064923,2.609090909,6.027078016,0.85769334,0.264489796,1,1.099765243,10.58510033,7.027078016,2.134146341,11.71175754,1.099765243,1.709059233,0.439411099,2.3955851,1.04101342,1.141352063,0.225761947,0.062711652,0.288473598,0.589489527,8.92
BB,Kennedy-Wilson Holdings Inc.,KW,Standard & Poor's Ratings Services,7/15/2016,Finance,87.58035714,87.58035714,79.08035714,1107.629758,0.096885813,3.131487889,-3.685121107,4.778546713,0.000365578,0.011833314,0.002671756,0.003773289,1.137795276,6.308301527,0.863169302,0.154696133,1,0.943218693,8.187394913,7.308301527,3.131487889,14.73915196,0.943218693,3.560553633,12.08928571,1.773049645,0.886524823,1.595744681,0.460992908,0.141843972,0.780141844,0.106382979,9.97
BBB,Clorox Company (The),CLX,Fitch Ratings,6/15/2012,Consumer Durables,0.936996337,0.18974359,0.18974359,0,0.106480596,0.085260944,0.434524947,0.106480596,0.133797742,0.159399571,-6.476744186,1.25654576,5.034648701,-49.40697674,1.020658179,0.618834081,0.673352436,3.43821096,1.894673699,-48.40697674,0.085260944,16.59079645,5.106109042,0.13343529,6.992907801,1.773049645,0.886524823,1.595744681,0.460992908,0.141843972,0.780141844,0.106382979,9.97
BBB,Clorox Company (The),CLX,Moody's Investors Service,09-12-2012,Consumer Durables,0.667637069,0.129548763,0.129548763,0,0.098939283,0.119787857,0.421360644,0.098939283,0.124225029,0.285527463,-4.007407407,1.255568312,5.058279371,-33.25925926,1.030998852,0.378625954,0.68627451,3.209733134,2.040473206,-32.25925926,0.119787857,16.28849803,4.677039709,0.111923921,7.67961165,1.557239057,1.157407407,1.473063973,0.841750842,0.021043771,0.336700337,0.21043771,8.09
A,Alliant Energy Corporation,LNT,Egan-Jones Ratings Company,09-02-2015,Public Utilities,0.608254249,0.307879055,0.004266902,44.60413081,0.119375461,0.141781411,1,0.177342021,0.031083936,0.041424582,0.104293655,0.260387989,0.341797019,2.355226766,0.701957552,0.152612183,-0.187213039,-1.45625,0.186607143,3.355226766,0.141781411,6.251640371,7.778571429,0.267764937,0.544234592,1.813655761,1.36913229,0.835704125,0.480085349,0.088904694,0.142247511,0.248933144,8.58
A,Alliant Energy Corporation,LNT,Egan-Jones Ratings Company,3/19/2015,Public Utilities,0.858730551,0.423726023,0.046842842,46.55239829,0.117392472,0.131331523,1,0.162254126,0.032542053,0.040473913,0.114374618,0.277207324,0.374820997,2.514671242,0.715478367,0.100681818,-0.012561687,-0.101818182,0.794545455,3.514671242,0.131331523,6.343501775,8.105454545,0.266125422,0.764197242,1.972006573,0.912336374,1.73400578,0.640335468,0.181333938,0.600668669,0.838669462,8.62
A,Alliant Energy Corporation,LNT,Egan-Jones Ratings Company,01-08-2014,Public Utilities,0.705504779,0.081769343,0.006837368,9.111633301,0.114807129,0.133056641,1,0.16293335,0.033854073,0.04504551,0.114646188,0.294877794,0.393538702,2.38648138,0.704708254,0.123623853,-0.092065663,-0.611818182,0.321818182,3.38648138,0.133056641,5.433764633,6.645454545,0.223083496,0.756164384,1.57491692,0.563502384,1.213697443,0.130039012,0.057795116,0.303424361,0.549053605,8.1
BBB,Alliant Energy Corporation,LNT,Moody's Investors Service,6/15/2012,Public Utilities,1.013450292,0.249005848,0.013333333,18.80118953,0.087823643,0.102501842,1,0.130521376,0.033227015,0.042534162,0.106837039,0.378337927,0.520853761,2.215366744,0.688993487,0.146659569,0.041696314,264.8563629,217.8511381,3.215366744,0.102501842,2.279817878,6352.032976,0.191716913,0.957170668,1.730815783,0.593076737,1.585572501,0.314693779,0.169450496,0.544662309,0.907770516,13.95
BBB,Alliant Energy Corporation,LNT,Moody's Investors Service,07-05-2016,Public Utilities,0.754819277,0.456884682,0.007056799,54.23328313,0.11496988,0.133554217,1,0.161746988,0.028540878,0.036309144,0.098834801,0.248246572,0.322982333,2.462920766,0.711226428,0.133964817,-0.392275477,-1.485462555,0.165638767,3.462920766,0.133554217,10.93601863,3.786784141,0.258915663,0.435661352,1.323031329,0.539796782,1.365368332,0.201100762,0.148179509,0.455122777,0.603302286,13.95
BB,Entravision Communications Corporation,EVC,Standard & Poor's Ratings Services,07-10-2014,Consumer Services,2.978426642,2.667997671,0.866816405,97.95544501,0.112056784,0.188259695,0.987634173,0.24651501,0.051390102,0.092669574,0.186331222,0.458607681,4.26243308,2.625819261,0.724200263,0.40477549,0.841781225,0.516495644,0.352502103,3.625819261,0.188259695,11.327185,0.613574678,0.224807675,0.092964746,1.111934766,0.852483321,1.089696071,0.348406227,0.19273536,0.214974055,0.659747961,8.47
B,Entravision Communications Corporation,EVC,Standard & Poor's Ratings Services,06-12-2013,Consumer Services,0.854982503,0.854982503,0.752582903,8.037249219,0.060921914,0.088298925,1,0.263275298,0.031048896,0.050540581,2.518237363,0.509650703,3.633970864,80.10553601,0.987670385,0.310049206,0.753796962,0.351363185,0.420690345,81.10553601,0.088298925,5.983336668,0.466124437,0.17931226,0,1.077295987,0.969566388,0.942633989,0.28727893,0.152616932,0.188526798,0.646377592,8.66
BB,Entravision Communications Corporation,EVC,Standard & Poor's Ratings Services,7/18/2016,Consumer Services,3.803877315,3.662962963,1.780092593,91.87618466,0.078931895,0.129687367,0.963112249,0.18898783,0.0393979,0.069360168,0.11122558,0.499137899,4.669014593,1.823134703,0.645783816,0.391367894,0.841995951,0.539989724,0.688600788,2.823134703,0.129687367,10.74515269,0.641321046,0.221635966,0.309509899,0.640269587,0.842459983,0.808761584,2.695871946,0.033698399,0.741364785,0.303285594,6.11
BB,Entravision Communications Corporation,EVC,Standard & Poor's Ratings Services,5/15/2014,Consumer Services,3.162613203,2.872500997,1.247992254,92.9844004,0.597657157,-0.00139338,1,0.240938566,0.248635824,-0.000620127,0.983833735,0.416017479,3.810363311,2.956926719,0.747278615,429.9262821,0.689390933,0.258360525,0.501389439,3.956926719,-0.00139338,11.93496766,0.374766352,0.146282535,0,1.220533684,1.459854015,0.897451238,0.335048462,0.131626182,0.263252363,0.143592198,8.68
